,dates,prediction,+,-
0,2020-02-29,0.0,0.0,0.0
1,2020-03-01,6.687077939361493e-06,8.288591041096769e-07,-8.304118516626597e-07
2,2020-03-02,9.35853291089563e-05,1.1503292577417739e-05,-1.1546127373595748e-05
3,2020-03-03,0.0004380448569566201,5.342083040025083e-05,-5.371267647598176e-05
4,2020-03-04,0.0013524297535473435,0.00016377214380234933,-0.00016492122728012566
5,2020-03-05,0.003404018530605942,0.0004097402586240983,-0.000413154115235897
6,2020-03-06,0.00766460866553177,0.0009181231913008518,-0.0009267424825218059
7,2020-03-07,0.016194109310889222,0.0019326493715641803,-0.0019523486339109684
8,2020-03-08,0.032973652777044934,0.003924490137449735,-0.0039667832563346946
9,2020-03-09,0.06570891523624744,0.007805777451989557,-0.007893057139371558
10,2020-03-10,0.1293179804334722,0.015342536951975266,-0.015518223502441392
11,2020-03-11,0.2526779591527533,0.029953397401031034,-0.030301590078628843
12,2020-03-12,0.49167171190948933,0.058254103433444726,-0.05893761717262869
13,2020-03-13,0.9544060080384039,0.11304282713854497,-0.11437678567836129
14,2020-03-14,1.8499228655429434,0.21906635072034764,-0.22166050937659154
15,2020-03-15,3.5821976393369255,0.4241464021403596,-0.4291802308060926
16,2020-03-16,6.931253647247914,0.8206159142850549,-0.8303698655360261
17,2020-03-17,13.401252129702842,1.5865122205368554,-1.6053925755447978
18,2020-03-18,25.886229696561777,3.064339915631699,-3.1008519682416456
19,2020-03-19,49.92723321969538,5.909702593700018,-5.980235228816149
20,2020-03-20,95.85966718458549,11.343859920409997,-11.479842991481576
21,2020-03-21,179.61904487646115,21.23123111258974,-21.49117932907049
22,2020-03-22,318.1385577289013,37.49337700486444,-37.97694255981577
23,2020-03-23,524.7075883264569,61.54493776918889,-62.403072126051654
24,2020-03-24,807.3310548833086,94.11771366697678,-95.55624043131218
25,2020-03-25,1168.8708666224472,135.30702902761595,-137.58394873130783
26,2020-03-26,1607.9428452770362,184.70617661329698,-188.12427801020613
27,2020-03-27,2120.0137387228615,241.5581307956768,-246.4547240383938
28,2020-03-28,2698.4332798445757,304.89210401271976,-311.62747274562344
29,2020-03-29,3335.2963473291393,373.63330481525827,-382.5790995026523
30,2020-03-30,4022.1121624823036,446.6845977508383,-458.21300991562657
31,2020-03-31,4750.295261983011,522.9833051258693,-537.457534534271
32,2020-04-01,5511.507274131491,601.5378934139235,-619.3041660031067
33,2020-04-02,6297.881031044957,681.4493140178529,-702.8305250353387
34,2020-04-03,7102.155737497298,761.921167989376,-787.2121013998312
35,2020-04-04,7917.747188319109,842.2620741027431,-871.7260727685943
36,2020-04-05,8738.77205563293,921.8828474839265,-955.7497667420321
37,2020-04-06,9560.040794348057,1000.290427508302,-1038.7556873196281
38,2020-04-07,10377.02999953415,1077.0799532265428,-1120.3045030399371
39,2020-04-08,11185.842094839265,1151.9259645705206,-1200.0369843950994
40,2020-04-09,11983.15796951468,1224.5733930557763,-1277.6655696151502
41,2020-04-10,12766.186480609706,1294.8287746695114,-1352.9660098780823
42,2020-04-11,13532.613486140413,1362.5519522525428,-1425.76938056371
43,2020-04-12,14280.552163380977,1427.6484180636835,-1495.9546281519542
44,2020-04-13,15008.495722202866,1490.0623680896551,-1563.441742057048
45,2020-04-14,15715.273160842133,1549.7704856807595,-1628.185585092575
46,2020-04-15,16400.008395266108,1606.7764379709151,-1690.1703802962093
47,2020-04-16,17062.0828763765,1661.1060473242796,-1749.4048287865608
48,2020-04-17,17701.1016645458,1712.8030880870792,-1805.9178195679779
49,2020-04-18,18316.86283799296,1761.9256532205072,-1859.7546848402453
50,2020-04-19,18909.33005505512,1808.543033985432,-1910.9739514467
51,2020-04-20,19478.60805783767,1852.7330567745776,-1959.6445387111016
52,2020-04-21,20024.920891210008,1894.579824259501,-2005.8433547861641
53,2020-04-22,20548.592607931892,1934.17181163641,-2049.653246266269
54,2020-04-23,21050.030234743226,1971.6002728179083,-2091.1612590273908
55,2020-04-24,21529.70878505846,2006.9579160121866,-2130.457172104325
56,2020-04-25,21988.158115010952,2040.3378120787856,-2167.6322697842515
57,2020-04-26,22425.951435146955,2071.8325034220907,-2202.7783209435584
58,2020-04-27,22843.69530358346,2101.533284731493,-2235.9867378111194
59,2020-04-28,23242.02094038096,2129.529630277386,-2267.3478894030814
60,2020-04-29,23621.576718760276,2155.90874590541,-2296.950548032448
61,2020-04-30,23983.021701921563,2180.755226585399,-2324.8814498160573
62,2020-05-01,24327.020104907162,2204.150802656095,-2351.2249522121165
63,2020-05-02,24654.236576568175,2226.1741606620017,-2376.0627742617
64,2020-05-03,24965.332202101305,2246.9008259151997,-2399.473806342299
65,2020-05-04,25260.96114329823,2266.403096582282,-2421.5339788523233
66,2020-05-05,25541.767836800213,2284.7500197694535,-2442.316179874324
67,2020-05-06,25808.384682381376,2302.007401934785,-2461.8902136883517
68,2020-05-07,26061.430159793195,2318.237846934586,-2480.322792982155
69,2020-05-08,26301.507319945445,2333.500816090891,-2497.6775586815347
70,2020-05-09,26529.202599611668,2347.852705256926,-2514.0151219002
71,2020-05-10,26745.084919782756,2361.3469351988715,-2529.3931239044978
72,2020-05-11,26949.705027021035,2374.034051623341,-2543.8663099795413
73,2020-05-12,27143.595045141028,2385.961832161789,-2557.486614105099
74,2020-05-13,27327.26820720755,2397.175397928291,-2570.303251676265
75,2020-05-14,27501.218740471588,2407.7173276466783,-2582.36281788869
76,2020-05-15,27665.921883880674,2417.6277729673275,-2593.7093901134067
77,2020-05-16,27821.834014070493,2426.944573393539,-2604.3846323238977
