,dates,prediction,+,-
0,2020-02-20,0.0,0.0,0.0
1,2020-02-21,7.115113212830839e-06,8.820454485136635e-07,-8.836685954658429e-07
2,2020-02-22,0.00012018953308462538,1.4790450226987337e-05,-1.4841743445641274e-05
3,2020-02-23,0.0007707445218531325,9.432737489018948e-05,-9.47687973282663e-05
4,2020-02-24,0.0036678788778306782,0.00044735386772236634,-0.0004497839997358406
5,2020-02-25,0.015666710326631108,0.0019072754762431282,-0.0019184018278873317
6,2020-02-26,0.06317921305030068,0.00768225966967348,-0.0077290821540768745
7,2020-02-27,0.2187346769148603,0.026519638734512213,-0.02669831690744784
8,2020-02-28,0.5919502321933232,0.07137938322945292,-0.07194594623170547
9,2020-02-29,1.2940916110799714,0.15496407868667683,-0.15643130151890317
10,2020-03-01,2.416770075335948,0.2871641370735909,-0.29037225269206424
11,2020-03-02,4.02421832480136,0.47425487492185336,-0.48040522162791666
12,2020-03-03,6.153061491969978,0.7190278655175657,-0.7296812734607441
13,2020-03-04,8.815621617886489,1.0213357310241662,-1.038382890099724
14,2020-03-05,12.004502392622738,1.378761023174734,-1.404373450914683
15,2020-03-06,15.6972746402367,1.7872631065684423,-1.8238327196140762
16,2020-03-07,19.86070877151937,2.241739077353884,-2.2918129484867507
17,2020-03-08,24.454345965740462,2.736479069943176,-2.8026943496974432
18,2020-03-09,29.43337946226376,3.265518503969375,-3.3505410029881944
19,2020-03-10,34.75090210530803,3.8228995799636323,-3.9293682643452783
20,2020-03-11,40.359609428337265,4.402857463132612,-4.533336136181568
21,2020-03-12,46.21305373458189,4.999946389373001,-5.156883100137833
22,2020-03-13,52.266538046720484,5.609119251566874,-5.794813446441474
23,2020-03-14,58.4777270729555,6.2257720562254235,-6.44234913370412
24,2020-03-15,64.80703944339619,6.84576247210785,-7.095155174592044
25,2020-03-16,71.21787337451991,7.46540975362538,-7.749345701088274
26,2020-03-17,77.6767072849989,8.081481671898018,-8.401476283816976
27,2020-03-18,84.15310807708263,8.691172749418428,-9.048526793110753
28,2020-03-19,90.61967242273349,9.292077013129955,-9.687878040105431
29,2020-03-20,97.05192088730537,9.88215766285299,-10.317284643489671
30,2020-03-21,103.42815977900733,10.459715381313657,-10.934845903858019
31,2020-03-22,109.72932239616107,11.02335653602411,-11.538976004461944
32,2020-03-23,115.93879818522426,11.571962132129755,-12.128374460836909
33,2020-03-24,122.04225655543621,12.104658109674489,-12.70199748299926
34,2020-03-25,128.02746986611254,12.620787336435171,-13.259030659591375
35,2020-03-26,133.88413934924742,13.11988353912821,-13.798863266187752
36,2020-03-27,139.60372636530417,13.601647259406377,-14.321064337406042
37,2020-03-28,145.17929075829545,14.065923863304818,-14.82536057817947
38,2020-03-29,150.6053374516901,14.512683567285336,-15.311616119488349
39,2020-03-30,155.87767198211486,14.942003406670551,-15.77981408102903
40,2020-03-31,160.9932653258438,15.354051046853954,-16.230039872921253
41,2020-04-01,165.95012812065855,15.74907032169105,-16.66246614821364
42,2020-04-02,170.7471941688423,16.12736837132772,-17.077339301688454
43,2020-04-03,175.3842130430309,16.489304261630707,-17.474967416226406
44,2020-04-04,179.861651425302,16.83527895133321,-17.85570953938995
45,2020-04-05,184.18060279476722,17.1657264870191,-18.21996618339506
46,2020-04-06,188.34270504862434,17.48110631217301,-18.568170945461105
47,2020-04-07,192.35006558158054,17.78189657800482,-18.900783144814596
48,2020-04-08,196.20519328972077,18.068588345853186,-19.21828137248707
49,2020-04-09,199.91093716672384,18.34168060436366,-19.5211578824848
50,2020-04-10,203.47043094285766,18.601676001169665,-19.809913727796328
51,2020-04-11,206.88704325570572,18.84907720332859,-20.08505455742818
52,2020-04-12,210.1643330308754,19.084383827086555,-20.34708701712296
53,2020-04-13,213.3060096006275,19.30808986332343,-20.596515680743664
54,2020-04-14,216.31589717485556,19.520681540231408,-20.83384045396741
55,2020-04-15,219.19790327495323,19.722635567401028,-21.059554393971496
56,2020-04-16,221.95599082497102,19.914417717493734,-21.274141900810775
57,2020-04-17,224.5941535508398,20.096481699559263,-21.478077233312547
58,2020-04-18,227.11639438801998,20.269268285821994,-21.671823309995318
59,2020-04-19,229.52670659457036,20.433204655934674,-21.85583075725745
60,2020-04-20,231.82905735933255,20.58870393240602,-22.030537177453766
61,2020-04-21,234.027373636659,20.736164877574254,-22.196366605279877
62,2020-04-22,236.1255299838045,20.875971728288704,-22.35372912684636
63,2020-04-23,238.12733820184573,21.00849414767262,-22.50302063913017
64,2020-04-24,240.036538610577,21.134087276556215,-22.644622730911095
65,2020-04-25,241.85679277516874,21.25309186748757,-22.77890266629842
66,2020-04-26,243.59167752723206,21.365834487152625,-22.90621345503655
67,2020-04-27,245.2446801413241,21.472627775055827,-23.026893995936348
68,2020-04-28,246.8191945463037,21.573770748135445,-23.141269281757445
69,2020-04-29,248.31851844979707,21.66954914167286,-23.24965065445599
70,2020-04-30,249.74585126732396,21.760235778378586,-23.352336101335254
71,2020-05-01,251.1042927595036,21.846090958777268,-23.44961058398235
72,2020-05-02,252.39684229735425,21.92736286714822,-23.54174639322011
73,2020-05-03,253.62639867337182,22.004287987778667,-23.62900352370906
74,2020-05-04,254.7957603883023,22.077091527172968,-23.71163006287466
75,2020-05-05,255.90762634624627,22.14598783856451,-23.789862589531168
76,2020-05-06,256.96459690688886,22.211180845717934,-23.863926578462554
77,2020-05-07,257.96917524007716,22.27286446338701,-23.934036807500405
78,2020-05-08,258.9237689384557,22.33122301229531,-24.00039776430242
79,2020-05-09,259.8306918455922,22.386431626857018,-24.063204050383717
80,2020-05-10,260.69216606238456,22.438656654315253,-24.122640780486478
81,2020-05-11,261.5103241013626,22.488056044071925,-24.178883975584824
82,2020-05-12,262.28721115803944,22.534779726381316,-24.23210094818657
83,2020-05-13,263.0247874744832,22.57896997970215,-24.282450678818975
84,2020-05-14,263.7249307716895,22.620761786218566,-24.33008418281176
85,2020-05-15,264.389438730732,22.660283175263828,-24.375144866764657
86,2020-05-16,265.02003150537297,22.697655554416656,-24.417768874167564
87,2020-05-17,265.6183542505826,22.732994028155815,-24.458085419786954
88,2020-05-18,266.1859796534565,22.76640770412729,-24.496217112622844
89,2020-05-19,266.7244104547279,22.79799998705016,-24.532280267251423
90,2020-05-20,267.23508195077335,22.827868860498143,-24.566385203591693
91,2020-05-21,267.7193644674734,22.856107156688324,-24.598636535067186
92,2020-05-22,268.1785657985464,22.882802814598335,-24.629133445332798
93,2020-05-23,268.61393360229357,22.908039126695257,-24.657969953725058
94,2020-05-24,269.02665775083113,22.931894974425177,-24.68523516947377
95,2020-05-25,269.41787262822413,22.95444505303186,-24.711013535144417
96,2020-05-26,269.7886593736005,22.975760085893626,-24.7353850594219
97,2020-05-27,270.1400480664251,22.99590702877299,-24.75842553955934
98,2020-05-28,270.47301985223794,23.01494926441103,-24.78020677386516
99,2020-05-29,270.78850900626117,23.03294678766207,-24.800796764375548
100,2020-05-30,271.087404934724,23.04995638171596,-24.820259910217942
101,2020-05-31,271.37055411275105,23.06603178566951,-24.838657191897454
102,2020-06-01,271.63876195859723,23.08122385383075,-24.8560463468622
103,2020-06-02,271.89279464406104,23.09558070708505,-24.872482036655384
104,2020-06-03,272.1333808420652,23.109147876746363,-24.88801600607087
105,2020-06-04,272.3612134104993,23.12196844105739,-24.902697234450784
106,2020-06-05,272.5769510147839,23.134083154873565,-24.916572079671056
107,2020-06-06,272.7812196889714,23.145530572704956,-24.929684414976634
108,2020-06-07,272.9746143368137,23.156347165470947,-24.942075759023
109,2020-06-08,273.1577001742001,23.166567431278736,-24.95378539944332
110,2020-06-09,273.33101411391084,23.176224000472985,-24.964850510187176
111,2020-06-10,273.4950660941217,23.18534773523794,-24.97530626292172
112,2020-06-11,273.6503403525366,23.193967824054766,-24.985185932810708
113,2020-06-12,273.7972966472399,23.202111871224872,-24.994520998885406
114,2020-06-13,273.93637142548954,23.209805981673753,-25.003341239234686
115,2020-06-14,274.0679789445099,23.217074841490614,-25.011674821499042
116,2020-06-15,274.19251234115717,23.223941793996005,-25.019548388434742
117,2020-06-16,274.3103446560486,23.230428911919432,-25.026987139176157
118,2020-06-17,274.42182981289073,23.236557065806835,-25.03401490632234
119,2020-06-18,274.5273035536039,23.242345988756767,-25.04065422895303
120,2020-06-19,274.6270843316132,23.2478143377474,-25.04692642185549
121,2020-06-20,274.7214741592306,23.252979751282055,-25.052851640652193
122,2020-06-21,274.8107594406316,23.25785890590396,-25.058448945667266
123,2020-06-22,274.8952117216975,23.262467566129885,-25.063736358456765
124,2020-06-23,274.97508845123474,23.26682063538442,-25.06873091944206
125,2020-06-24,275.05063367605686,23.27093220180734,-25.073448739815518
126,2020-06-25,275.12207871260813,23.274815582359963,-25.07790505153261
127,2020-06-26,275.18964279962086,23.27848336549522,-25.082114255695217
128,2020-06-27,275.253533696106,23.28194744975991,-25.086089966372583
129,2020-06-28,275.3139482660148,23.285219081510036,-25.08984505341408
130,2020-06-29,275.371073038861,23.288308890852136,-25.09339168327051
131,2020-06-30,275.42508472550566,23.291226924368573,-25.09674135619528
132,2020-07-01,275.4761507434397,23.293982678574537,-25.099904944263585
133,2020-07-02,275.52442964678426,23.296585126532136,-25.102892721689443
134,2020-07-03,275.57007161228086,23.299042748612976,-25.105714399795914
135,2020-07-04,275.6132188814468,23.301363560218704,-25.108379158552594
136,2020-07-05,275.65400614751223,23.303555135461295,-25.110895673573538
137,2020-07-06,275.69256095659,23.305624632047852,-25.113272144452537
138,2020-07-07,275.7290040727388,23.307578813612736,-25.11551632022028
139,2020-07-08,275.7634498323743,23.30942407145028,-25.117635524110938
140,2020-07-09,275.79600647758133,23.311166444796925,-25.119636676687406
141,2020-07-10,275.826776474061,23.312811640104144,-25.121526317823594
142,2020-07-11,275.8558568126679,23.314365049240962,-25.123310627473074
143,2020-07-12,275.88333929581125,23.31583176671876,-25.12499544532335
144,2020-07-13,275.9093108093319,23.317216605976114,-25.126586289385585
145,2020-07-14,275.93385358195536,23.318524114863635,-25.128088373673762
146,2020-07-15,275.9570454250015,23.31975858989881,-25.129506624483668
147,2020-07-16,275.97895997026956,23.3209240903642,-25.13084569649564
148,2020-07-17,275.9996668893253,23.322024451256198,-25.132109987568526
149,2020-07-18,276.0192321016555,23.323063295536542,-25.133303652739755
150,2020-07-19,276.03771797257735,23.324044045744756,-25.134430617496974
151,2020-07-20,276.0551835033593,23.324969935118474,-25.135494590489685
152,2020-07-21,276.07168450862844,23.325844017936788,-25.1364990753562
153,2020-07-22,276.0872737879047,23.32666917949217,-25.1374473821256
154,2020-07-23,276.10200127335884,23.327448144658604,-25.1383426370175
155,2020-07-24,276.11591420409957,23.328183487972296,-25.13918779397281
156,2020-07-25,276.1290572691262,23.328877641871657,-25.139985644081065
157,2020-07-26,276.14147270738846,23.32953290241869,-25.140738822128526
158,2020-07-27,276.1532004816093,23.330151439321867,-25.141449818064984
159,2020-07-28,276.16427837713053,23.330735301556842,-25.1421209834389
160,2020-07-29,276.1747421255046,23.331286424428413,-25.142754539480848
161,2020-07-30,276.18462551347267,23.331806635777752,-25.1433525842088
